state,yr,qtr,index_nsa,index_sa,Warning
DE,2007,1,218.38,217.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2007,2,218.86,218.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2007,3,221.50,220.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2007,4,214.11,214.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2008,1,212.97,212.01,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2008,2,208.41,207.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2008,3,203.28,202.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2008,4,197.26,197.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2009,1,200.35,199.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2009,2,203.48,202.71,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2009,3,192.25,192.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2009,4,188.76,188.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2010,1,189.69,188.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2010,2,185.47,184.80,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2010,3,183.20,183.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2010,4,185.74,185.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2011,1,179.96,179.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2011,2,173.37,172.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2011,3,169.98,169.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2011,4,175.07,174.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2012,1,168.74,168.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2012,2,172.31,171.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2012,3,176.21,175.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2012,4,175.93,175.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2013,1,178.58,178.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2013,2,180.02,179.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2013,3,182.43,180.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2013,4,179.32,179.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2014,1,177.11,177.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2014,2,183.36,182.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2014,3,181.97,180.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2014,4,177.04,177.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2015,1,183.10,183.89,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2015,2,184.77,183.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2015,3,187.16,185.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2015,4,186.18,187.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2016,1,186.64,187.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2016,2,192.20,190.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2016,3,192.33,190.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2016,4,189.10,190.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2017,1,190.03,190.80,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2017,2,194.39,192.18,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2017,3,197.10,195.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2017,4,194.02,195.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2018,1,204.62,205.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2018,2,205.85,203.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2018,3,204.04,203.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2018,4,201.37,202.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2019,1,198.91,199.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2019,2,212.20,209.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2019,3,214.33,213.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2019,4,216.93,218.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2020,1,217.34,217.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2020,2,222.42,219.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2020,3,227.13,227.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2020,4,235.50,236.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2021,1,248.49,247.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2021,2,256.57,253.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2021,3,262.00,262.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2021,4,271.40,272.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2022,1,284.74,283.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2022,2,299.47,295.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2022,3,291.76,293.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2022,4,303.59,305.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
FL,1991,1,100.00,100.00,
FL,1991,2,100.25,100.14,
FL,1991,3,100.02,99.69,
FL,1991,4,100.72,100.37,
FL,1992,1,101.01,101.01,
FL,1992,2,100.87,100.78,
FL,1992,3,102.11,101.74,
FL,1992,4,102.40,102.07,
FL,1993,1,102.38,102.36,
FL,1993,2,103.58,103.51,
FL,1993,3,104.33,103.90,
FL,1993,4,105.18,104.90,
FL,1994,1,105.64,105.60,
FL,1994,2,106.22,106.14,
FL,1994,3,107.65,107.18,
FL,1994,4,108.10,107.89,
FL,1995,1,108.47,108.38,
FL,1995,2,108.88,108.79,
FL,1995,3,110.31,109.81,
FL,1995,4,110.24,110.12,
FL,1996,1,110.81,110.67,
FL,1996,2,111.61,111.46,
FL,1996,3,112.47,111.99,
FL,1996,4,112.34,112.29,
FL,1997,1,113.43,113.24,
FL,1997,2,113.87,113.67,
FL,1997,3,114.53,114.08,
FL,1997,4,115.56,115.55,
FL,1998,1,117.19,116.98,
FL,1998,2,118.44,118.17,
FL,1998,3,119.88,119.47,
FL,1998,4,120.76,120.73,
FL,1999,1,122.60,122.40,
FL,1999,2,124.72,124.39,
FL,1999,3,126.35,125.94,
FL,1999,4,128.12,128.05,
FL,2000,1,130.66,130.51,
FL,2000,2,133.15,132.77,
FL,2000,3,136.06,135.61,
FL,2000,4,138.99,138.84,
FL,2001,1,142.33,142.28,
FL,2001,2,146.50,146.07,
FL,2001,3,150.73,150.17,
FL,2001,4,154.44,154.24,
FL,2002,1,157.93,158.00,
FL,2002,2,163.33,162.85,
FL,2002,3,167.99,167.27,
FL,2002,4,172.68,172.44,
FL,2003,1,177.91,178.12,
FL,2003,2,183.64,183.09,
FL,2003,3,189.78,188.83,
FL,2003,4,196.47,196.25,
FL,2004,1,203.84,204.17,
FL,2004,2,214.99,214.30,
FL,2004,3,226.92,225.70,
FL,2004,4,237.81,237.62,
FL,2005,1,252.39,252.84,
FL,2005,2,270.52,269.60,
FL,2005,3,288.69,287.09,
FL,2005,4,299.09,298.93,
FL,2006,1,305.90,306.49,
FL,2006,2,310.31,309.16,
FL,2006,3,310.31,308.57,
FL,2006,4,307.92,307.80,
FL,2007,1,304.95,305.61,
FL,2007,2,302.17,300.93,
FL,2007,3,288.46,286.84,
FL,2007,4,275.05,274.96,
FL,2008,1,255.06,255.75,
FL,2008,2,235.76,234.73,
FL,2008,3,217.74,216.41,
FL,2008,4,202.62,202.57,
FL,2009,1,192.11,192.77,
FL,2009,2,188.97,188.10,
FL,2009,3,186.34,185.03,
FL,2009,4,184.12,184.14,
FL,2010,1,181.79,182.60,
FL,2010,2,180.11,179.25,
FL,2010,3,176.62,175.17,
FL,2010,4,171.65,171.74,
FL,2011,1,164.37,165.25,
FL,2011,2,166.38,165.52,
FL,2011,3,169.10,167.60,
FL,2011,4,168.70,168.84,
FL,2012,1,171.04,172.03,
FL,2012,2,177.18,176.20,
FL,2012,3,181.68,180.04,
FL,2012,4,183.21,183.38,
FL,2013,1,188.37,189.47,
FL,2013,2,196.67,195.55,
FL,2013,3,202.62,200.86,
FL,2013,4,205.53,205.75,
FL,2014,1,206.74,207.87,
FL,2014,2,212.57,211.32,
FL,2014,3,216.49,214.77,
FL,2014,4,220.02,220.24,
FL,2015,1,224.75,225.83,
FL,2015,2,231.76,230.38,
FL,2015,3,237.16,235.43,
FL,2015,4,240.84,241.15,
FL,2016,1,245.44,246.37,
FL,2016,2,253.72,252.24,
FL,2016,3,260.73,258.97,
FL,2016,4,263.73,264.19,
FL,2017,1,268.41,269.10,
FL,2017,2,276.30,274.76,
FL,2017,3,281.45,279.63,
FL,2017,4,284.69,285.36,
FL,2018,1,290.74,291.18,
FL,2018,2,298.52,296.91,
FL,2018,3,303.75,301.80,
FL,2018,4,304.32,305.25,
FL,2019,1,309.68,310.00,
FL,2019,2,315.10,313.35,
FL,2019,3,319.57,317.41,
FL,2019,4,323.59,324.85,
FL,2020,1,331.97,332.34,
FL,2020,2,338.42,336.35,
FL,2020,3,348.06,345.55,
FL,2020,4,361.73,363.44,
FL,2021,1,377.06,377.61,
FL,2021,2,403.71,400.98,
FL,2021,3,434.11,430.74,
FL,2021,4,455.93,458.38,
FL,2022,1,489.10,490.12,
FL,2022,2,524.14,520.26,
FL,2022,3,532.71,528.29,
FL,2022,4,525.03,528.15,
GA,1991,1,100.00,100.00,
GA,1991,2,100.18,99.67,
GA,1991,3,100.03,99.74,
GA,1991,4,101.11,100.63,
GA,1992,1,101.71,101.72,
GA,1992,2,101.27,100.76,
GA,1992,3,103.06,102.73,
GA,1992,4,103.19,102.71,
GA,1993,1,103.28,103.30,
GA,1993,2,104.69,104.16,
GA,1993,3,105.12,104.73,
GA,1993,4,106.10,105.65,
GA,1994,1,106.51,106.54,
GA,1994,2,108.31,107.78,
GA,1994,3,109.31,108.84,
GA,1994,4,110.10,109.69,
GA,1995,1,110.53,110.56,
GA,1995,2,112.31,111.78,
GA,1995,3,113.79,113.24,
GA,1995,4,114.96,114.60,
GA,1996,1,116.06,116.05,
GA,1996,2,117.59,117.06,
GA,1996,3,118.75,118.13,
GA,1996,4,119.01,118.68,
GA,1997,1,120.57,120.51,
GA,1997,2,121.94,121.41,
GA,1997,3,123.51,122.85,
GA,1997,4,124.73,124.42,
GA,1998,1,126.36,126.28,
GA,1998,2,128.82,128.28,
GA,1998,3,130.84,130.14,
GA,1998,4,132.74,132.41,
GA,1999,1,135.03,134.93,
GA,1999,2,137.52,136.94,
GA,1999,3,140.50,139.75,
GA,1999,4,142.18,141.80,
GA,2000,1,144.07,143.96,
GA,2000,2,147.39,146.80,
GA,2000,3,149.33,148.53,
GA,2000,4,151.32,150.89,
GA,2001,1,152.98,152.88,
GA,2001,2,155.58,154.98,
GA,2001,3,157.38,156.51,
GA,2001,4,158.62,158.15,
GA,2002,1,160.49,160.45,
GA,2002,2,161.73,161.10,
GA,2002,3,163.94,162.98,
GA,2002,4,165.76,165.25,
GA,2003,1,167.08,167.15,
GA,2003,2,168.55,167.83,
GA,2003,3,170.36,169.33,
GA,2003,4,170.65,170.10,
GA,2004,1,171.54,171.81,
GA,2004,2,174.63,173.73,
GA,2004,3,177.13,175.98,
GA,2004,4,178.69,178.14,
GA,2005,1,180.12,180.69,
GA,2005,2,184.66,183.47,
GA,2005,3,187.91,186.50,
GA,2005,4,190.72,190.32,
GA,2006,1,191.83,192.71,
GA,2006,2,195.65,194.23,
GA,2006,3,197.08,195.17,
GA,2006,4,198.61,198.54,
GA,2007,1,198.09,199.35,
GA,2007,2,202.18,200.45,
GA,2007,3,200.08,197.62,
GA,2007,4,195.72,196.14,
GA,2008,1,190.68,192.09,
GA,2008,2,189.81,188.06,
GA,2008,3,185.44,182.68,
GA,2008,4,173.03,173.73,
GA,2009,1,173.74,175.32,
GA,2009,2,172.62,170.84,
GA,2009,3,175.52,172.60,
GA,2009,4,167.26,168.21,
GA,2010,1,162.03,163.63,
GA,2010,2,166.63,164.81,
GA,2010,3,159.51,156.72,
GA,2010,4,151.15,152.06,
GA,2011,1,149.28,150.93,
GA,2011,2,148.01,146.16,
GA,2011,3,148.66,146.20,
GA,2011,4,146.69,147.54,
GA,2012,1,144.83,146.42,
GA,2012,2,152.44,150.40,
GA,2012,3,156.52,154.21,
GA,2012,4,156.67,157.42,
GA,2013,1,159.56,161.34,
GA,2013,2,168.14,165.68,
GA,2013,3,170.86,168.69,
GA,2013,4,170.67,171.42,
GA,2014,1,175.29,177.07,
GA,2014,2,179.39,176.70,
GA,2014,3,180.64,178.59,
GA,2014,4,182.51,183.31,
GA,2015,1,184.35,186.05,
GA,2015,2,191.68,188.71,
GA,2015,3,193.90,191.96,
GA,2015,4,193.47,194.38,
GA,2016,1,195.36,196.86,
GA,2016,2,204.05,200.92,
GA,2016,3,206.26,204.43,
GA,2016,4,206.89,207.87,
GA,2017,1,209.89,211.17,
GA,2017,2,218.17,214.96,
GA,2017,3,219.80,218.06,
GA,2017,4,220.82,221.82,
GA,2018,1,226.07,227.08,
GA,2018,2,234.81,231.58,
GA,2018,3,237.92,236.23,
GA,2018,4,237.25,238.27,
GA,2019,1,240.49,241.18,
GA,2019,2,248.93,245.77,
GA,2019,3,250.30,248.71,
GA,2019,4,253.50,254.48,
GA,2020,1,260.10,260.61,
GA,2020,2,265.46,262.21,
GA,2020,3,273.30,271.71,
GA,2020,4,283.13,284.16,
GA,2021,1,295.49,295.92,
GA,2021,2,311.10,307.34,
GA,2021,3,328.78,326.95,
GA,2021,4,343.38,344.62,
GA,2022,1,361.22,361.72,
GA,2022,2,385.02,380.32,
GA,2022,3,383.65,381.52,
GA,2022,4,382.27,383.73,
HI,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1991,2,98.03,98.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1991,3,100.89,100.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1991,4,100.13,100.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1992,1,103.14,103.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1992,2,98.36,98.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1992,3,102.65,102.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1992,4,102.73,102.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1993,1,101.83,101.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1993,2,103.16,103.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1993,3,99.86,99.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1993,4,102.01,101.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1994,1,99.48,99.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1994,2,101.48,101.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1994,3,100.98,101.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1994,4,98.70,98.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1995,1,98.74,98.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1995,2,96.91,96.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1995,3,94.67,94.89,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1995,4,95.38,95.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1996,1,91.41,91.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1996,2,94.45,94.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1996,3,90.00,90.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1996,4,89.06,88.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1997,1,86.07,86.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1997,2,83.91,83.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1997,3,84.35,84.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1997,4,84.18,84.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1998,1,83.44,83.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1998,2,86.33,86.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1998,3,84.74,84.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1998,4,84.08,83.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1999,1,84.15,84.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1999,2,82.52,82.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1999,3,83.23,83.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1999,4,86.20,86.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2000,1,90.42,90.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2000,2,90.09,90.01,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2000,3,90.45,90.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2000,4,92.95,92.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2001,1,95.74,96.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2001,2,98.77,98.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2001,3,99.98,99.71,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2001,4,101.92,102.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2002,1,103.07,103.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2002,2,107.96,107.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2002,3,112.18,111.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2002,4,114.16,114.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2003,1,117.73,117.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2003,2,120.46,120.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2003,3,130.02,129.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2003,4,137.50,138.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2004,1,142.45,142.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2004,2,153.24,153.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2004,3,166.24,165.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2004,4,169.57,170.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2005,1,179.18,179.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2005,2,195.37,195.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2005,3,205.01,204.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2005,4,204.56,205.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2006,1,216.40,216.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2006,2,212.31,212.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2006,3,212.85,211.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2006,4,212.61,214.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2007,1,217.39,217.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2007,2,215.32,215.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2007,3,213.40,212.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2007,4,206.35,208.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2008,1,207.58,207.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2008,2,205.92,205.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2008,3,197.91,196.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2008,4,200.03,202.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2009,1,193.97,193.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2009,2,181.05,180.90,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2009,3,184.31,183.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2009,4,177.89,179.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2010,1,178.92,178.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2010,2,178.86,178.90,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2010,3,173.51,172.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2010,4,176.16,177.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2011,1,159.39,158.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2011,2,168.87,169.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2011,3,173.16,172.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2011,4,164.32,165.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2012,1,170.66,169.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2012,2,177.37,177.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2012,3,177.44,176.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2012,4,182.77,184.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2013,1,188.37,187.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2013,2,191.90,192.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2013,3,197.34,196.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2013,4,196.41,197.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2014,1,205.10,204.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2014,2,198.61,199.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2014,3,208.21,206.89,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2014,4,208.88,210.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2015,1,215.09,214.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2015,2,213.11,213.90,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2015,3,217.22,216.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2015,4,221.81,222.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2016,1,223.00,222.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2016,2,218.74,219.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2016,3,222.10,220.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2016,4,230.01,230.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2017,1,224.63,224.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2017,2,237.00,238.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2017,3,249.03,247.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2017,4,246.57,247.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2018,1,243.28,243.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2018,2,248.16,249.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2018,3,254.11,252.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2018,4,254.23,254.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2019,1,257.34,257.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2019,2,255.87,256.80,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2019,3,260.90,259.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2019,4,264.14,264.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2020,1,271.29,271.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2020,2,274.61,275.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2020,3,275.65,274.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2020,4,282.18,283.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2021,1,288.25,289.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2021,2,312.11,312.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2021,3,330.57,328.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2021,4,340.81,342.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2022,1,354.12,355.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2022,2,365.95,365.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2022,3,379.22,377.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2022,4,384.29,386.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
IA,1991,1,100.00,100.00,
IA,1991,2,101.30,100.55,
IA,1991,3,102.52,101.27,
IA,1991,4,103.08,102.55,
IA,1992,1,103.76,103.76,
IA,1992,2,106.64,105.87,
IA,1992,3,108.46,107.12,
IA,1992,4,108.80,108.26,
IA,1993,1,110.90,110.89,
IA,1993,2,112.98,112.18,
IA,1993,3,115.95,114.48,
IA,1993,4,118.15,117.61,
IA,1994,1,118.74,118.71,
IA,1994,2,120.68,119.83,
IA,1994,3,122.93,121.37,
IA,1994,4,122.92,122.40,
IA,1995,1,123.55,123.47,
IA,1995,2,126.10,125.19,
IA,1995,3,128.72,127.10,
IA,1995,4,128.90,128.39,
IA,1996,1,130.21,130.12,
IA,1996,2,132.02,130.98,
IA,1996,3,133.84,132.25,
IA,1996,4,133.53,133.02,
IA,1997,1,134.11,134.01,
IA,1997,2,136.32,135.14,
IA,1997,3,137.46,135.90,
IA,1997,4,137.92,137.43,
IA,1998,1,139.52,139.41,
IA,1998,2,142.40,141.07,
IA,1998,3,144.06,142.52,
IA,1998,4,146.48,145.95,
IA,1999,1,146.34,146.22,
IA,1999,2,150.18,148.73,
IA,1999,3,151.57,150.00,
IA,1999,4,152.50,151.90,
IA,2000,1,153.50,153.42,
IA,2000,2,156.30,154.78,
IA,2000,3,158.19,156.56,
IA,2000,4,157.74,157.08,
IA,2001,1,159.31,159.25,
IA,2001,2,161.94,160.37,
IA,2001,3,163.20,161.49,
IA,2001,4,163.88,163.18,
IA,2002,1,163.98,163.97,
IA,2002,2,167.37,165.74,
IA,2002,3,169.47,167.70,
IA,2002,4,170.36,169.60,
IA,2003,1,171.11,171.16,
IA,2003,2,173.90,172.16,
IA,2003,3,175.90,174.05,
IA,2003,4,176.04,175.27,
IA,2004,1,177.22,177.34,
IA,2004,2,181.64,179.79,
IA,2004,3,183.24,181.21,
IA,2004,4,185.00,184.26,
IA,2005,1,184.08,184.27,
